gender,age_group,occupation,Intl_students,degree,fvt_social_media_platform,usage_reason,usage_time,device,interaction,preferred_content,watched_livestream,watched_livestream_frequency,avg_watch_time_livestream,emotional_fullfillment,svp_discovery_method,content_personalization,purchased_product,purchase_frequency,follow_influencers,influencer_inspired_travel ,influencer_inspired_travel _frequency,influencer_travel_trust_score
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Self-employed,,,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Like,Comedy and Entertainment? Educational Content,Yes,2-3 times a day,Less than 15 minutes,Yes,Through platform recommendations,3,No,,Yes,No,,Neutral
Male,35-44,Employed,,,TikTok,Others,Evening 5 pm - 12 am),Others,Others,Food and Travel?Comedy and Entertainment?Daily Vlogs and Lifestyle?Fashion and Beauty? Educational Content?Technology and Gaming?Others,Yes,4 or more times a day,30 minutes to 1 hour,Yes,Through platform recommendations,3,No,,No,No,,Somewhat unlikely
Male,35-44,Self-employed,,,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Like,Comedy and Entertainment,Yes,4 or more times a day,Less than 15 minutes,Yes,Through platform recommendations?Via social shares by friends or family?,2,Yes,Once a month,Yes,Yes,Once,Very likely
Female,25-34,Employed,,,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Like,"Food and Travel?Comedy and Entertainment?Daily Vlogs and Lifestyle? Movies, TV Shows? Educational Content",Yes,Once a day,15 minutes to 30 minutes,Yes,Through platform recommendations?Via social shares by friends or family?,3,No,,Yes,No,,Very unlikely
Female,25-34,Self-employed,,,Little Red Book,Sharing Personal Experiences,Afternoon (12 pm - 5 pm),Smartphone,Post content,Food and Travel?Comedy and Entertainment?Daily Vlogs and Lifestyle,Yes,2-3 times a day,15 minutes to 30 minutes,Yes,Through platform recommendations?By searching for specific content,3,Yes,2-3 times a month,Yes,Yes,2-3 times,Somewhat unlikely
Female,25-34,Employed,,,Little Red Book,Others,Afternoon (12 pm - 5 pm),Smartphone,Like,Food and Travel?Fashion and Beauty,Yes,2-3 times a day,15 minutes to 30 minutes,Yes,Through platform recommendations?Via social shares by friends or family??By searching for specific content,4,No,,Yes,No,,Very unlikely
Female,25-34,Self-employed,,,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Comment,Comedy and Entertainment?Daily Vlogs and Lifestyle,Yes,2-3 times a day,15 minutes to 30 minutes,Yes,Through platform recommendations?Via social shares by friends or family??By searching for specific content,3,No,,Yes,Yes,2-3 times,Somewhat unlikely
Female,25-34,Student,No,Post-graduate,Little Red Book,Entertainment and Leisure,Evening 5 pm - 12 am),Tablet,Like,Food and Travel?Comedy and Entertainment?Daily Vlogs and Lifestyle?Fashion and Beauty,No,,,Yes,Through platform recommendations?Via social shares by friends or family?,3,No,,Yes,No,,Very unlikely
Female,25-34,Employed,,,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Comment,Fashion and Beauty,Yes,2-3 times a day,15 minutes to 30 minutes,Yes,Through platform recommendations,3,Yes,2-3 times a month,Yes,No,,Somewhat unlikely
Male,18-24,Student,No,Post-graduate,TikTok,Entertainment and Leisure,Afternoon (12 pm - 5 pm),Smartphone,Like,"Food and Travel?Sports and Fitness?Comedy and Entertainment? Movies, TV Shows",Yes,Once a day,Less than 15 minutes,Yes,Through platform recommendations,2,No,,Yes,No,,Neutral
Female,25-34,Student,No,Post-graduate,Little Red Book,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Comment,Food and Travel?Comedy and Entertainment? Educational Content,No,,,Yes,Through platform recommendations,3,No,,Yes,No,,Very unlikely
Female,25-34,Student,No,Post-graduate,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Tablet,Like,Food and Travel?Daily Vlogs and Lifestyle,No,,,Yes,Through platform recommendations,2,No,,No,No,,Very unlikely
Female,25-34,Student,No,PHD,TikTok,Learning and Education,Evening 5 pm - 12 am),Smartphone,Share, Educational Content,No,,,No,Through platform recommendations?Via social shares by friends or family?,3,No,,Yes,No,,Very unlikely
Female,25-34,Employed,,,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Comment,Food and Travel?Comedy and Entertainment,Yes,2-3 times a day,15 minutes to 30 minutes,Yes,Through platform recommendations?Via social shares by friends or family?,4,Yes,Once a week,No,Yes,4-6 times,Somewhat unlikely
Female,25-34,Employed,,,TikTok,Entertainment and Leisure,Afternoon (12 pm - 5 pm),Smartphone,Comment,Daily Vlogs and Lifestyle?Fashion and Beauty,Yes,2-3 times a day,15 minutes to 30 minutes,Yes,Through platform recommendations?Via social shares by friends or family?,4,Yes,2-3 times a month,Yes,Yes,2-3 times,Neutral
Female,25-34,Employed,,,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Like,Fashion and Beauty,Yes,4-6 times a week,Less than 15 minutes,Yes,Through platform recommendations?Via social shares by friends or family?,3,No,,Yes,No,,Very unlikely
Female,25-34,Employed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Smartphone,Like,Food and Travel?Fashion and Beauty,Yes,2-3 times a day,15 minutes to 30 minutes,Yes,Through platform recommendations,3,Yes,2-3 times a month,Yes,Yes,2-3 times,Somewhat unlikely
Female,25-34,Employed,,,Little Red Book,Entertainment and Leisure,Late Night (12 am - 5 am)),Smartphone,Like,Daily Vlogs and Lifestyle?Fashion and Beauty,Yes,Once a day,Less than 15 minutes,Yes,Through platform recommendations?Via social shares by friends or family?,3,Yes,Once a month,Yes,No,,Very unlikely
